ID,book,bk,ch,vs,field
GEN/33:5,GEN,1,33,5,"and he lifteth up his eyes, and seeth the women and the children, and saith, `What `are' these to thee?' And he saith, `The children with whom God hath favoured thy servant.'"
GEN/33:6,GEN,1,33,6,"And the maid-servants draw nigh, they and their children, and bow themselves;"
GEN/33:7,GEN,1,33,7,"and Leah also draweth nigh, and her children, and they bow themselves; and afterwards Joseph hath drawn nigh with Rachel, and they bow themselves."
GEN/33:8,GEN,1,33,8,"And he saith, `What to thee  all this camp which I have met?' and he saith, `To find grace in the eyes of my lord.'"
GEN/33:9,GEN,1,33,9,"And Esau saith, `I have abundance, my brother, let it be to thyself that which thou hast.'"
GEN/33:10,GEN,1,33,10,"And Jacob saith, `Nay, I pray thee, if, I pray thee, I have found grace in thine eyes, then thou hast received my present from my hand, because that I have seen thy face, as the seeing of the face of God, and thou art pleased with me;"
GEN/33:11,GEN,1,33,11,"receive, I pray thee, my blessing, which is brought to thee, because God hath favoured me, and because I have all `things';' and he presseth on him, and he receiveth,"
GEN/33:12,GEN,1,33,12,"and saith, `Let us journey and go on, and I go on before thee.'"
GEN/33:13,GEN,1,33,13,"And he saith unto him, `My lord knoweth that the children `are' tender, and the suckling flock and the herd `are' with me; when they have beaten them one day, then hath all the flock died."
GEN/33:14,GEN,1,33,14,"Let my lord, I pray thee, pass over before his servant, and I -- I lead on gently, according to the foot of the work which  before me, and to the foot of the children, until that I come unto my lord, to Seir.'"
GEN/33:15,GEN,1,33,15,"And Esau saith, `Let me, I pray thee, place with thee some of the people who `are' with me;' and he said, `Why  this? I find grace in the eyes of my lord.'"
GEN/33:16,GEN,1,33,16,And turn back on that day doth Esau on his way to Seir;
GEN/33:17,GEN,1,33,17,"and Jacob hath journeyed to Succoth, and buildeth to himself a house, and for his cattle hath made booths, therefore hath he called the name of the place Succoth."
GEN/33:18,GEN,1,33,18,"And Jacob cometh in to Shalem, a city of Shechem, which  in the land of Canaan, in his coming from Padan-Aram, and encampeth before the city,"
GEN/33:19,GEN,1,33,19,"and he buyeth the portion of the field where he hath stretched out his tent, from the hand of the sons of Hamor, father of Shechem, for a hundred kesitah;"
GEN/33:20,GEN,1,33,20,"and he setteth up there an altar, and proclaimeth at it God -- the God of Israel."
GEN/34:1,GEN,1,34,1,"And Dinah, daughter of Leah, whom she hath borne to Jacob, goeth out to look on the daughters of the land,"
GEN/34:2,GEN,1,34,2,"and Shechem, son of Hamor the Hivite, a prince of the land, seeth her, and taketh her, and lieth with her, and humbleth her;"
GEN/34:3,GEN,1,34,3,"and his soul cleaveth to Dinah, daughter of Jacob, and he loveth the young person, and speaketh unto the heart of the young person."
GEN/34:4,GEN,1,34,4,"And Shechem speaketh unto Hamor his father, saying, `Take for me this damsel for a wife.'"
GEN/34:5,GEN,1,34,5,"And Jacob hath heard that he hath defiled Dinah his daughter, and his sons were with his cattle in the field, and Jacob kept silent till their coming."
GEN/34:6,GEN,1,34,6,"And Hamor, father of Shechem, goeth out unto Jacob to speak with him;"
GEN/34:7,GEN,1,34,7,"and the sons of Jacob came in from the field when they heard, and the men grieve themselves, and it  very displeasing to them, for folly he hath done against Israel, to lie with the daughter of Jacob -- and so it is not done."
GEN/34:8,GEN,1,34,8,"And Hamor speaketh with them, saying, `Shechem, my son, his soul hath cleaved to your daughter; give her, I pray you, to him for a wife,"
GEN/34:9,GEN,1,34,9,"and join ye in marriage with us; your daughters ye give to us, and our daughters ye take to yourselves,"
GEN/34:10,GEN,1,34,10,"and with us ye dwell, and the land is before you; dwell ye and trade `in' it, and have possessions in it.'"
GEN/34:11,GEN,1,34,11,"And Shechem saith unto her father, and unto her brethren, `Let me find grace in your eyes, and that which ye say unto me, I give;"
GEN/34:12,GEN,1,34,12,"multiply on me exceedingly dowry and gift, and I give as ye say unto me, and give to me the young person for a wife.'"
GEN/34:13,GEN,1,34,13,"And the sons of Jacob answer Shechem and Hamor his father deceitfully, and they speak (because he defiled Dinah their sister),"
GEN/34:14,GEN,1,34,14,"and say unto them, `We are not able to do this thing, to give our sister to one who hath a foreskin: for it  a reproach to us."
GEN/34:15,GEN,1,34,15,"`Only for this we consent to you; if ye be as we, to have every male of you circumcised,"
GEN/34:16,GEN,1,34,16,"then we have given our daughters to you, and your daughters we take to ourselves, and we have dwelt with you, and have become one people;"
GEN/34:17,GEN,1,34,17,"and if ye hearken not unto us to be circumcised, then we have taken our daughter, and have gone.'"
GEN/34:18,GEN,1,34,18,"And their words are good in the eyes of Hamor, and in the eyes of Shechem, Hamor's son;"
GEN/34:19,GEN,1,34,19,"and the young man delayed not to do the thing, for he had delight in Jacob's daughter, and he is honourable above all the house of his father."
GEN/34:20,GEN,1,34,20,"And Hamor cometh -- Shechem his son also -- unto the gate of their city, and they speak unto the men of their city, saying,"
GEN/34:21,GEN,1,34,21,"`These men are peaceable with us; then let them dwell in the land, and trade `in' it; and the land, lo,  wide before them; their daughters let us take to ourselves for wives, and our daughters give to them."
GEN/34:22,GEN,1,34,22,"`Only for this do the men consent to us, to dwell with us, to become one people, in every male of us being circumcised, as they are circumcised;"
GEN/34:23,GEN,1,34,23,"their cattle, and their substance, and all their beasts -- are they not ours? only let us consent to them, and they dwell with us.'"
GEN/34:24,GEN,1,34,24,"And unto Hamor, and unto Shechem his son, hearken do all those going out of the gate of his city, and every male is circumcised, all those going out of the gate of his city."
GEN/34:25,GEN,1,34,25,"And it cometh to pass, on the third day, in their being pained, that two of the sons of Jacob, Simeon and Levi, Dinah's brethren, take each his sword, and come in against the city confidently, and slay every male;"
GEN/34:26,GEN,1,34,26,"and Hamor, and Shechem his son, they have slain by the mouth of the sword, and they take Dinah out of Shechem's house, and go out."
GEN/34:27,GEN,1,34,27,"Jacob's sons have come in upon the wounded, and they spoil the city, because they had defiled their sister;"
GEN/34:28,GEN,1,34,28,"their flock and their herd, and their asses, and that which  in the city, and that which  in the field, have they taken;"
GEN/34:29,GEN,1,34,29,"and all their wealth, and all their infants, and their wives they have taken captive, and they spoil also all that  in the house."
GEN/34:30,GEN,1,34,30,"And Jacob saith unto Simeon and unto Levi, `Ye have troubled me, by causing me to stink among the inhabitants of the land, among the Canaanite, and among the Perizzite: and I `am' few in number, and they have been gathered against me, and have smitten me, and I have been destroyed, I and my house.'"
GEN/34:31,GEN,1,34,31,"And they say, `As a harlot doth he make our sister?'"
GEN/35:1,GEN,1,35,1,"And God saith unto Jacob, `Rise, go up to Bethel, and dwell there, and make there an altar to God, who appeared unto thee in thy fleeing from the face of Esau thy brother.'"
GEN/35:2,GEN,1,35,2,"And Jacob saith unto his household, and unto all who `are' with him, `Turn aside the gods of the stranger which `are' in your midst, and cleanse yourselves, and change your garments;"
GEN/35:3,GEN,1,35,3,"and we rise, and go up to Bethel, and I make there an altar to God, who is answering me in the day of my distress, and is with me in the way that I have gone.'"
GEN/35:4,GEN,1,35,4,"And they give unto Jacob all the gods of the stranger that `are' in their hand, and the rings that `are' in their ears, and Jacob hideth them under the oak which  by Shechem;"
GEN/35:5,GEN,1,35,5,"and they journey, and the terror of God is on the cities which `are' round about them, and they have not pursued after the sons of Jacob."
GEN/35:6,GEN,1,35,6,"And Jacob cometh in to Luz which  in the land of Canaan (it  Bethel), he and all the people who `are' with him,"
GEN/35:7,GEN,1,35,7,"and he buildeth there an altar, and proclaimeth at the place the God of Bethel: for there had God been revealed unto him, in his fleeing from the face of his brother."
GEN/35:8,GEN,1,35,8,"And Deborah, Rebekah's nurse, dieth, and she is buried at the lower part of Bethel, under the oak, and he calleth its name `Oak of weeping.'"
GEN/35:9,GEN,1,35,9,"And God appeareth unto Jacob again, in his coming from Padan-Aram, and blesseth him;"
GEN/35:10,GEN,1,35,10,"and God saith to him, `Thy name  Jacob: thy name is no more called Jacob, but Israel is thy name;' and He calleth his name Israel."
GEN/35:11,GEN,1,35,11,"And God saith to him, `I `am' God Almighty; be fruitful and multiply, a nation and an assembly of nations is from thee, and kings from thy loins go out;"
GEN/35:12,GEN,1,35,12,"and the land which I have given to Abraham and to Isaac -- to thee I give it, yea to thy seed after thee I give the land.'"
GEN/35:13,GEN,1,35,13,"And God goeth up from him, in the place where He hath spoken with him."
GEN/35:14,GEN,1,35,14,"And Jacob setteth up a standing pillar in the place where He hath spoken with him, a standing pillar of stone, and he poureth on it an oblation, and he poureth on it oil;"
GEN/35:15,GEN,1,35,15,and Jacob calleth the name of the place where God spake with him Bethel.
GEN/35:16,GEN,1,35,16,"And they journey from Bethel, and there is yet a kibrath of land before entering Ephratha, and Rachel beareth, and is sharply pained in her bearing;"
GEN/35:17,GEN,1,35,17,"and it cometh to pass, in her being sharply pained in her bearing, that the midwife saith to her, `Fear not, for this also  a son for thee.'"
GEN/35:18,GEN,1,35,18,"And it cometh to pass in the going out of her soul (for she died), that she calleth his name Ben-Oni; and his father called him Benjamin;"
GEN/35:19,GEN,1,35,19,"and Rachel dieth, and is buried in the way to Ephratha, which  Bethlehem,"
GEN/35:20,GEN,1,35,20,and Jacob setteth up a standing pillar over her grave; which  the standing pillar of Rachel's grave unto this day.
GEN/35:21,GEN,1,35,21,"And Israel journeyeth, and stretcheth out his tent beyond the tower of Edar;"
GEN/35:22,GEN,1,35,22,"and it cometh to pass in Israel's dwelling in that land, that Reuben goeth, and lieth with Bilhah his father's concubine; and Israel heareth."
GEN/35:23,GEN,1,35,23,"And the sons of Jacob are twelve. Sons of Leah: Jacob's first-born Reuben, and Simeon, and Levi, and Judah, and Issachar, and Zebulun."
GEN/35:24,GEN,1,35,24,Sons of Rachel: Joseph and Benjamin.
GEN/35:25,GEN,1,35,25,"And sons of Bilhah, Rachel's maid-servant: Dan and Naphtali."
GEN/35:26,GEN,1,35,26,"And sons of Zilpah, Leah's maid-servant: Gad and Asher. These `are' sons of Jacob, who have been born to him in Padan-Aram."
GEN/35:27,GEN,1,35,27,"And Jacob cometh unto Isaac his father, at Mamre, the city of Arba (which  Hebron), where Abraham and Isaac have sojourned."
GEN/35:28,GEN,1,35,28,"And the days of Isaac are a hundred and eighty years,"
GEN/35:29,GEN,1,35,29,"and Isaac expireth, and dieth, and is gathered unto his people, aged and satisfied with days; and bury him do Esau and Jacob his sons."
GEN/36:1,GEN,1,36,1,"And these `are' births of Esau, who  Edom."
GEN/36:2,GEN,1,36,2,"Esau hath taken his wives from the daughters of Canaan: Adah daughter of Elon the Hittite, and Aholibamah daughter of Anah, daughter of Zibeon the Hivite,"
GEN/36:3,GEN,1,36,3,"and Bashemath daughter of Ishmael, sister of Nebajoth."
GEN/36:4,GEN,1,36,4,"And Adah beareth to Esau, Eliphaz; and Bashemath hath born Reuel;"
GEN/36:5,GEN,1,36,5,"and Aholibamah hath born Jeush, and Jaalam, and Korah. These `are' sons of Esau, who were born to him in the land of Canaan."
GEN/36:6,GEN,1,36,6,"And Esau taketh his wives, and his sons, and his daughters, and all the persons of his house, and his cattle, and all his beasts, and all his substance which he hath acquired in the land of Canaan, and goeth into the country from the face of Jacob his brother;"
GEN/36:7,GEN,1,36,7,"for their substance was more abundant than to dwell together, and the land of their sojournings was not able to bear them because of their cattle;"
GEN/36:8,GEN,1,36,8,and Esau dwelleth in mount Seir: Esau is Edom.
GEN/36:9,GEN,1,36,9,"And these `are' births of Esau, father of Edom, in mount Seir."
GEN/36:10,GEN,1,36,10,"These `are' the names of the sons of Esau: Eliphaz son of Adah, wife of Esau; Reuel son of Bashemath, wife of Esau."
GEN/36:11,GEN,1,36,11,"And the sons of Eliphaz are Teman, Omar, Zepho, and Gatam, and Kenaz;"
GEN/36:12,GEN,1,36,12,"and Timnath hath been concubine to Eliphaz son of Esau, and she beareth to Eliphaz, Amalek; these `are' sons of Adah wife of Esau."
